lead_id,created_date,company_name,lead_source,industry,company_size,region,lead_status
5430,2024-10-13,Company_05430,Website,Retail,SMB,Taiwan,New
5431,2025-02-14,Company_05431,Event,Retail,Mid-Market,Japan,New
5432,2024-08-28,Company_05432,Paid Ads,Healthcare,Mid-Market,Japan,New
5433,2025-01-25,Company_05433,Referral,Retail,Mid-Market,Taiwan,New
5434,2024-02-29,Company_05434,Website,Technology,Mid-Market,Japan,New
5435,2024-03-08,Company_05435,Referral,Financial Services,SMB,Taiwan,New
5436,2024-11-13,Company_05436,Partner,Financial Services,Enterprise,Japan,New
5437,2025-06-23,Company_05437,Referral,Retail,SMB,Singapore,New
5438,2024-03-07,Company_05438,Paid Ads,Financial Services,Mid-Market,Taiwan,New
5439,2025-09-28,Company_05439,Outbound,Technology,Enterprise,Japan,New
5440,2025-10-10,Company_05440,Paid Ads,Healthcare,SMB,Hong Kong,New
5441,2025-02-07,Company_05441,Website,Professional Services,SMB,Taiwan,New
5442,2024-05-23,Company_05442,Event,Professional Services,Mid-Market,Taiwan,New
5443,2024-12-23,Company_05443,Partner,Financial Services,SMB,Hong Kong,New
5444,2025-12-15,Company_05444,Event,Healthcare,Mid-Market,Singapore,New
5445,2024-08-13,Company_05445,Website,Technology,SMB,Singapore,New
5446,2025-11-28,Company_05446,Referral,Retail,Mid-Market,Japan,New
5447,2024-01-09,Company_05447,Partner,Healthcare,SMB,Japan,New
5448,2025-09-11,Company_05448,Paid Ads,Financial Services,SMB,Japan,New
5449,2024-04-06,Company_05449,Referral,Technology,Mid-Market,Japan,New
5450,2025-11-14,Company_05450,Paid Ads,Retail,SMB,Hong Kong,New
5451,2024-12-30,Company_05451,Referral,Professional Services,SMB,Hong Kong,New
5452,2025-03-13,Company_05452,Paid Ads,Technology,SMB,Hong Kong,New
5453,2025-02-11,Company_05453,Partner,Retail,Mid-Market,Japan,New
5454,2025-02-22,Company_05454,Partner,Healthcare,SMB,Singapore,New
5455,2024-01-26,Company_05455,Website,Professional Services,SMB,Japan,New
5456,2025-04-15,Company_05456,Partner,Retail,Mid-Market,Japan,New
5457,2025-03-11,Company_05457,Paid Ads,Healthcare,SMB,Taiwan,New
5458,2025-08-06,Company_05458,Outbound,Retail,SMB,Hong Kong,New
5459,2024-03-28,Company_05459,Partner,Manufacturing,SMB,Taiwan,New
5460,2025-04-19,Company_05460,Website,Financial Services,SMB,Singapore,New
5461,2025-08-02,Company_05461,Referral,Retail,SMB,Hong Kong,New
5462,2025-05-06,Company_05462,Paid Ads,Healthcare,SMB,Hong Kong,New
5463,2025-01-24,Company_05463,Website,Financial Services,Mid-Market,Singapore,New
5464,2025-06-28,Company_05464,Website,Technology,Enterprise,Singapore,New
5465,2024-05-07,Company_05465,Outbound,Technology,Enterprise,Hong Kong,New
5466,2024-12-03,Company_05466,Paid Ads,Financial Services,SMB,Taiwan,New
5467,2024-05-22,Company_05467,Referral,Manufacturing,Enterprise,Singapore,New
5468,2024-04-05,Company_05468,Referral,Healthcare,SMB,Taiwan,New
5469,2024-11-11,Company_05469,Referral,Technology,SMB,Singapore,New
5470,2024-02-14,Company_05470,Website,Financial Services,SMB,Singapore,New
5471,2025-08-31,Company_05471,Outbound,Retail,SMB,Hong Kong,New
5472,2025-07-28,Company_05472,Outbound,Healthcare,SMB,Hong Kong,New
5473,2024-02-20,Company_05473,Referral,Professional Services,SMB,Japan,New
5474,2025-08-26,Company_05474,Website,Technology,SMB,Japan,New
5475,2024-12-14,Company_05475,Referral,Technology,Mid-Market,Hong Kong,New
5476,2025-10-02,Company_05476,Website,Manufacturing,SMB,Taiwan,New
5477,2025-02-15,Company_05477,Outbound,Financial Services,SMB,Japan,New
5478,2024-06-14,Company_05478,Website,Retail,SMB,Japan,New
5479,2024-05-01,Company_05479,Referral,Technology,SMB,Taiwan,New
5480,2024-01-14,Company_05480,Outbound,Healthcare,Mid-Market,Taiwan,New
5481,2024-05-19,Company_05481,Outbound,Retail,Enterprise,Hong Kong,New
5482,2024-05-22,Company_05482,Website,Financial Services,SMB,Japan,New
5483,2025-04-25,Company_05483,Partner,Professional Services,Mid-Market,Taiwan,New
5484,2025-12-15,Company_05484,Outbound,Healthcare,Enterprise,Taiwan,New
5485,2025-10-19,Company_05485,Outbound,Manufacturing,SMB,Singapore,New
5486,2025-02-21,Company_05486,Outbound,Healthcare,SMB,Hong Kong,New
5487,2025-07-09,Company_05487,Partner,Retail,SMB,Singapore,New
5488,2024-09-16,Company_05488,Partner,Retail,SMB,Taiwan,New
5489,2024-10-14,Company_05489,Paid Ads,Healthcare,Enterprise,Hong Kong,New
5490,2024-12-28,Company_05490,Partner,Financial Services,SMB,Singapore,New
5491,2025-06-02,Company_05491,Website,Manufacturing,Mid-Market,Japan,New
5492,2025-11-08,Company_05492,Partner,Manufacturing,Mid-Market,Hong Kong,New
5493,2025-10-07,Company_05493,Website,Healthcare,Mid-Market,Japan,New
5494,2025-03-20,Company_05494,Event,Manufacturing,SMB,Japan,New
5495,2024-06-06,Company_05495,Website,Professional Services,Mid-Market,Hong Kong,New
5496,2025-01-08,Company_05496,Referral,Technology,Enterprise,Singapore,New
5497,2024-09-06,Company_05497,Website,Professional Services,SMB,Japan,New
5498,2025-11-03,Company_05498,Outbound,Manufacturing,SMB,Hong Kong,New
5499,2025-09-03,Company_05499,Outbound,Financial Services,SMB,Taiwan,New
5500,2024-11-08,Company_05500,Paid Ads,Technology,SMB,Taiwan,New
5501,2025-09-02,Company_05501,Website,Manufacturing,SMB,Japan,New
5502,2024-01-09,Company_05502,Website,Retail,SMB,Japan,New
5503,2025-08-03,Company_05503,Website,Healthcare,SMB,Hong Kong,New
5504,2024-05-25,Company_05504,Outbound,Financial Services,SMB,Singapore,New
5505,2025-11-13,Company_05505,Referral,Professional Services,SMB,Taiwan,New
5506,2024-03-05,Company_05506,Paid Ads,Manufacturing,Mid-Market,Singapore,New
5507,2024-04-22,Company_05507,Paid Ads,Professional Services,SMB,Taiwan,New
5508,2024-11-03,Company_05508,Event,Technology,Mid-Market,Taiwan,New
5509,2024-11-15,Company_05509,Website,Retail,Enterprise,Japan,New
5510,2025-04-20,Company_05510,Referral,Professional Services,Mid-Market,Japan,New
5511,2024-08-17,Company_05511,Outbound,Financial Services,Enterprise,Singapore,New
5512,2024-07-11,Company_05512,Website,Professional Services,Mid-Market,Taiwan,New
5513,2024-04-24,Company_05513,Website,Professional Services,SMB,Taiwan,New
5514,2024-10-08,Company_05514,Event,Retail,SMB,Japan,New
5515,2025-04-16,Company_05515,Outbound,Retail,Mid-Market,Hong Kong,New
5516,2024-07-06,Company_05516,Outbound,Manufacturing,SMB,Taiwan,New
5517,2025-06-20,Company_05517,Paid Ads,Retail,SMB,Singapore,New
5518,2024-12-22,Company_05518,Website,Technology,SMB,Hong Kong,New
5519,2024-02-11,Company_05519,Outbound,Professional Services,SMB,Japan,New
5520,2024-11-27,Company_05520,Website,Healthcare,Mid-Market,Singapore,New
5521,2024-12-18,Company_05521,Outbound,Manufacturing,Mid-Market,Japan,New
5522,2025-12-06,Company_05522,Paid Ads,Technology,Enterprise,Hong Kong,New
5523,2024-05-18,Company_05523,Paid Ads,Financial Services,Mid-Market,Hong Kong,New
5524,2025-04-11,Company_05524,Website,Healthcare,SMB,Taiwan,New
5525,2024-05-23,Company_05525,Outbound,Professional Services,SMB,Hong Kong,New
5526,2025-01-18,Company_05526,Event,Professional Services,Mid-Market,Japan,New
5527,2025-03-11,Company_05527,Website,Technology,SMB,Hong Kong,New
5528,2024-01-30,Company_05528,Referral,Financial Services,SMB,Hong Kong,New
5529,2025-02-05,Company_05529,Website,Financial Services,Mid-Market,Taiwan,New
5530,2025-03-10,Company_05530,Referral,Technology,Mid-Market,Hong Kong,New
5531,2024-09-03,Company_05531,Website,Retail,Enterprise,Singapore,New
5532,2024-03-16,Company_05532,Paid Ads,Healthcare,Enterprise,Singapore,New
5533,2024-12-09,Company_05533,Website,Manufacturing,Mid-Market,Japan,New
5534,2024-05-08,Company_05534,Partner,Professional Services,Mid-Market,Hong Kong,New
5535,2024-08-21,Company_05535,Outbound,Technology,Enterprise,Japan,New
5536,2024-10-14,Company_05536,Outbound,Financial Services,Enterprise,Taiwan,New
5537,2024-11-11,Company_05537,Referral,Technology,Mid-Market,Japan,New
5538,2024-02-28,Company_05538,Website,Financial Services,Mid-Market,Hong Kong,New
5539,2024-10-31,Company_05539,Paid Ads,Professional Services,SMB,Japan,New
5540,2024-08-31,Company_05540,Website,Manufacturing,SMB,Singapore,New
5541,2025-01-14,Company_05541,Paid Ads,Healthcare,SMB,Taiwan,New
5542,2024-04-22,Company_05542,Outbound,Manufacturing,Mid-Market,Singapore,New
5543,2025-10-05,Company_05543,Website,Technology,SMB,Japan,New
5544,2025-10-24,Company_05544,Website,Healthcare,Enterprise,Singapore,New
5545,2024-08-18,Company_05545,Partner,Technology,Enterprise,Japan,New
5546,2025-11-11,Company_05546,Event,Healthcare,SMB,Taiwan,New
5547,2024-11-24,Company_05547,Website,Retail,Mid-Market,Taiwan,New
5548,2025-11-20,Company_05548,Partner,Financial Services,SMB,Singapore,New
5549,2024-03-06,Company_05549,Partner,Retail,Enterprise,Taiwan,New
5550,2025-03-13,Company_05550,Website,Financial Services,SMB,Taiwan,New
5551,2025-05-30,Company_05551,Paid Ads,Financial Services,SMB,Taiwan,New
5552,2025-08-30,Company_05552,Referral,Healthcare,Mid-Market,Taiwan,New
5553,2024-11-25,Company_05553,Paid Ads,Professional Services,SMB,Hong Kong,New
5554,2024-04-26,Company_05554,Outbound,Manufacturing,SMB,Hong Kong,New
5555,2025-05-14,Company_05555,Website,Professional Services,SMB,Taiwan,New
5556,2025-01-17,Company_05556,Partner,Technology,SMB,Singapore,New
5557,2024-02-22,Company_05557,Website,Retail,SMB,Hong Kong,New
5558,2025-06-17,Company_05558,Website,Healthcare,Mid-Market,Taiwan,New
5559,2024-08-06,Company_05559,Outbound,Manufacturing,Mid-Market,Taiwan,New
5560,2024-06-23,Company_05560,Referral,Financial Services,SMB,Hong Kong,New
5561,2024-02-18,Company_05561,Website,Technology,SMB,Japan,New
5562,2024-10-06,Company_05562,Paid Ads,Professional Services,SMB,Singapore,New
5563,2024-10-31,Company_05563,Referral,Financial Services,Mid-Market,Japan,New
5564,2024-09-02,Company_05564,Outbound,Financial Services,SMB,Taiwan,New
5565,2024-03-18,Company_05565,Partner,Financial Services,Mid-Market,Hong Kong,New
5566,2024-06-25,Company_05566,Website,Manufacturing,SMB,Japan,New
5567,2024-10-14,Company_05567,Paid Ads,Technology,SMB,Japan,New
5568,2024-06-01,Company_05568,Website,Retail,SMB,Japan,New
5569,2025-01-05,Company_05569,Outbound,Retail,SMB,Japan,New
5570,2025-12-02,Company_05570,Outbound,Professional Services,SMB,Taiwan,New
5571,2025-10-14,Company_05571,Paid Ads,Healthcare,Mid-Market,Japan,New
5572,2025-07-04,Company_05572,Referral,Professional Services,Mid-Market,Hong Kong,New
5573,2024-09-08,Company_05573,Outbound,Financial Services,SMB,Singapore,New
5574,2025-10-25,Company_05574,Paid Ads,Healthcare,SMB,Taiwan,New
5575,2024-01-24,Company_05575,Paid Ads,Technology,SMB,Taiwan,New
5576,2024-02-21,Company_05576,Event,Technology,SMB,Hong Kong,New
5577,2024-09-04,Company_05577,Website,Manufacturing,Enterprise,Taiwan,New
5578,2025-10-31,Company_05578,Outbound,Financial Services,SMB,Japan,New
5579,2024-08-09,Company_05579,Paid Ads,Financial Services,SMB,Taiwan,New
5580,2025-08-21,Company_05580,Outbound,Financial Services,SMB,Singapore,New
5581,2025-01-05,Company_05581,Website,Manufacturing,SMB,Hong Kong,New
5582,2024-05-25,Company_05582,Referral,Manufacturing,SMB,Taiwan,New
5583,2025-09-06,Company_05583,Website,Healthcare,SMB,Japan,New
5584,2025-03-25,Company_05584,Paid Ads,Professional Services,Mid-Market,Hong Kong,New
5585,2024-05-24,Company_05585,Outbound,Retail,Mid-Market,Hong Kong,New
5586,2024-04-19,Company_05586,Website,Healthcare,Mid-Market,Hong Kong,New
5587,2025-03-27,Company_05587,Referral,Technology,SMB,Hong Kong,New
5588,2024-07-31,Company_05588,Paid Ads,Retail,SMB,Hong Kong,New
5589,2024-10-20,Company_05589,Outbound,Technology,SMB,Japan,New
5590,2024-08-10,Company_05590,Outbound,Professional Services,Mid-Market,Singapore,New
5591,2025-11-14,Company_05591,Paid Ads,Technology,SMB,Hong Kong,New
5592,2025-01-25,Company_05592,Website,Healthcare,SMB,Japan,New
5593,2024-01-01,Company_05593,Website,Professional Services,SMB,Hong Kong,New
5594,2025-03-02,Company_05594,Outbound,Professional Services,SMB,Taiwan,New
5595,2025-01-18,Company_05595,Website,Financial Services,SMB,Hong Kong,New
5596,2025-06-28,Company_05596,Outbound,Retail,Enterprise,Hong Kong,New
5597,2024-09-25,Company_05597,Paid Ads,Manufacturing,SMB,Hong Kong,New
5598,2025-07-05,Company_05598,Event,Healthcare,Mid-Market,Hong Kong,New
5599,2024-01-23,Company_05599,Website,Financial Services,Mid-Market,Japan,New
5600,2024-01-04,Company_05600,Website,Financial Services,SMB,Japan,New
5601,2025-02-15,Company_05601,Outbound,Professional Services,Mid-Market,Singapore,New
5602,2025-08-13,Company_05602,Event,Professional Services,Enterprise,Taiwan,New
5603,2025-11-08,Company_05603,Referral,Healthcare,Enterprise,Hong Kong,New
5604,2024-12-03,Company_05604,Referral,Manufacturing,SMB,Singapore,New
5605,2024-02-21,Company_05605,Paid Ads,Professional Services,SMB,Taiwan,New
5606,2024-03-24,Company_05606,Referral,Retail,SMB,Japan,New
5607,2024-10-14,Company_05607,Paid Ads,Financial Services,SMB,Taiwan,New
5608,2025-07-03,Company_05608,Website,Professional Services,Mid-Market,Hong Kong,New
5609,2025-10-29,Company_05609,Website,Healthcare,SMB,Hong Kong,New
5610,2025-06-22,Company_05610,Referral,Professional Services,SMB,Singapore,New
5611,2025-08-13,Company_05611,Paid Ads,Manufacturing,Mid-Market,Hong Kong,New
5612,2025-10-01,Company_05612,Referral,Manufacturing,SMB,Japan,New
5613,2024-04-19,Company_05613,Paid Ads,Technology,SMB,Hong Kong,New
5614,2024-12-09,Company_05614,Event,Manufacturing,SMB,Taiwan,New
5615,2025-07-20,Company_05615,Referral,Professional Services,SMB,Taiwan,New
5616,2025-03-19,Company_05616,Website,Retail,Mid-Market,Singapore,New
5617,2025-02-20,Company_05617,Partner,Technology,Enterprise,Japan,New
5618,2024-04-06,Company_05618,Website,Healthcare,Enterprise,Singapore,New
5619,2024-12-26,Company_05619,Paid Ads,Retail,Mid-Market,Hong Kong,New
5620,2024-04-15,Company_05620,Paid Ads,Manufacturing,Mid-Market,Japan,New
5621,2025-05-14,Company_05621,Partner,Financial Services,SMB,Japan,New
5622,2025-06-22,Company_05622,Partner,Professional Services,Mid-Market,Taiwan,New
5623,2025-02-05,Company_05623,Referral,Retail,Mid-Market,Taiwan,New
5624,2024-07-31,Company_05624,Referral,Technology,SMB,Hong Kong,New
5625,2025-05-20,Company_05625,Paid Ads,Professional Services,Mid-Market,Taiwan,New
5626,2025-02-02,Company_05626,Website,Professional Services,SMB,Taiwan,New
5627,2024-09-04,Company_05627,Website,Financial Services,Enterprise,Singapore,New
5628,2024-10-01,Company_05628,Referral,Technology,SMB,Taiwan,New
5629,2024-09-05,Company_05629,Paid Ads,Retail,Mid-Market,Singapore,New
5630,2025-01-15,Company_05630,Referral,Manufacturing,SMB,Singapore,New
5631,2025-12-12,Company_05631,Paid Ads,Retail,Mid-Market,Taiwan,New
5632,2024-06-05,Company_05632,Paid Ads,Manufacturing,Enterprise,Japan,New
5633,2025-09-10,Company_05633,Referral,Retail,Enterprise,Singapore,New
5634,2024-04-18,Company_05634,Paid Ads,Manufacturing,SMB,Japan,New
5635,2024-11-26,Company_05635,Referral,Technology,Mid-Market,Singapore,New
5636,2025-05-20,Company_05636,Partner,Retail,Enterprise,Taiwan,New
5637,2025-12-21,Company_05637,Event,Professional Services,SMB,Taiwan,New
5638,2024-05-04,Company_05638,Outbound,Healthcare,SMB,Singapore,New
5639,2025-01-01,Company_05639,Website,Retail,Mid-Market,Singapore,New
5640,2024-11-21,Company_05640,Website,Manufacturing,SMB,Taiwan,New
5641,2025-09-09,Company_05641,Website,Healthcare,Mid-Market,Singapore,New
5642,2025-09-28,Company_05642,Website,Financial Services,SMB,Singapore,New
5643,2025-01-06,Company_05643,Partner,Financial Services,SMB,Japan,New
5644,2025-10-06,Company_05644,Website,Professional Services,SMB,Japan,New
5645,2025-12-20,Company_05645,Website,Healthcare,Mid-Market,Japan,New
5646,2024-12-02,Company_05646,Outbound,Technology,SMB,Taiwan,New
5647,2024-03-09,Company_05647,Partner,Retail,Enterprise,Hong Kong,New
5648,2024-07-15,Company_05648,Partner,Healthcare,SMB,Japan,New
5649,2024-05-03,Company_05649,Paid Ads,Retail,Mid-Market,Taiwan,New
5650,2025-12-24,Company_05650,Partner,Manufacturing,SMB,Japan,New
5651,2025-10-23,Company_05651,Website,Manufacturing,SMB,Japan,New
5652,2024-03-03,Company_05652,Paid Ads,Retail,SMB,Japan,New
5653,2025-03-20,Company_05653,Paid Ads,Technology,SMB,Taiwan,New
5654,2025-10-26,Company_05654,Outbound,Manufacturing,SMB,Singapore,New
5655,2025-07-20,Company_05655,Partner,Manufacturing,SMB,Taiwan,New
5656,2024-06-10,Company_05656,Outbound,Retail,Mid-Market,Singapore,New
5657,2024-01-08,Company_05657,Outbound,Manufacturing,SMB,Singapore,New
5658,2025-12-19,Company_05658,Partner,Technology,SMB,Hong Kong,New
5659,2025-11-04,Company_05659,Website,Manufacturing,SMB,Singapore,New
5660,2024-01-09,Company_05660,Referral,Financial Services,SMB,Singapore,New
5661,2025-05-21,Company_05661,Paid Ads,Financial Services,SMB,Taiwan,New
5662,2024-07-16,Company_05662,Paid Ads,Manufacturing,SMB,Japan,New
5663,2024-11-03,Company_05663,Outbound,Technology,Mid-Market,Taiwan,New
5664,2025-06-04,Company_05664,Partner,Retail,SMB,Taiwan,New
5665,2025-11-14,Company_05665,Partner,Technology,SMB,Japan,New
5666,2024-11-21,Company_05666,Paid Ads,Financial Services,SMB,Japan,New
5667,2024-02-06,Company_05667,Referral,Retail,SMB,Hong Kong,New
5668,2025-12-29,Company_05668,Paid Ads,Financial Services,Mid-Market,Hong Kong,New
5669,2025-09-06,Company_05669,Website,Retail,Mid-Market,Japan,New
5670,2024-08-25,Company_05670,Referral,Technology,Mid-Market,Taiwan,New
5671,2024-03-07,Company_05671,Referral,Financial Services,Mid-Market,Japan,New
5672,2025-09-15,Company_05672,Outbound,Financial Services,Mid-Market,Singapore,New
5673,2024-05-09,Company_05673,Website,Professional Services,Enterprise,Singapore,New
5674,2024-01-03,Company_05674,Paid Ads,Professional Services,SMB,Japan,New
5675,2024-10-03,Company_05675,Paid Ads,Retail,Mid-Market,Japan,New
5676,2024-08-31,Company_05676,Website,Healthcare,SMB,Hong Kong,New
5677,2025-03-22,Company_05677,Partner,Manufacturing,Mid-Market,Hong Kong,New
5678,2025-01-05,Company_05678,Outbound,Retail,SMB,Japan,New
5679,2025-01-27,Company_05679,Partner,Retail,Mid-Market,Singapore,New
5680,2024-01-22,Company_05680,Paid Ads,Retail,SMB,Taiwan,New
5681,2025-08-14,Company_05681,Partner,Retail,Enterprise,Singapore,New
5682,2025-09-15,Company_05682,Website,Healthcare,Mid-Market,Taiwan,New
5683,2024-09-11,Company_05683,Referral,Financial Services,Enterprise,Hong Kong,New
5684,2024-10-17,Company_05684,Paid Ads,Manufacturing,Mid-Market,Hong Kong,New
5685,2025-02-18,Company_05685,Paid Ads,Manufacturing,SMB,Japan,New
5686,2024-01-05,Company_05686,Website,Financial Services,Mid-Market,Singapore,New
5687,2024-10-07,Company_05687,Website,Financial Services,Enterprise,Japan,New
5688,2024-10-08,Company_05688,Event,Professional Services,Mid-Market,Hong Kong,New
5689,2025-11-13,Company_05689,Paid Ads,Healthcare,SMB,Singapore,New
5690,2025-04-12,Company_05690,Website,Professional Services,SMB,Taiwan,New
5691,2025-03-19,Company_05691,Referral,Technology,Mid-Market,Hong Kong,New
5692,2024-03-25,Company_05692,Website,Retail,Mid-Market,Singapore,New
5693,2025-04-03,Company_05693,Website,Healthcare,SMB,Singapore,New
5694,2025-03-04,Company_05694,Paid Ads,Manufacturing,SMB,Singapore,New
5695,2024-03-19,Company_05695,Referral,Financial Services,SMB,Taiwan,New
5696,2025-12-03,Company_05696,Website,Healthcare,Mid-Market,Singapore,New
5697,2025-07-30,Company_05697,Partner,Professional Services,SMB,Singapore,New
5698,2025-12-11,Company_05698,Website,Manufacturing,Mid-Market,Hong Kong,New
5699,2025-08-12,Company_05699,Referral,Technology,Enterprise,Singapore,New
5700,2024-11-27,Company_05700,Outbound,Technology,Mid-Market,Hong Kong,New
5701,2025-02-22,Company_05701,Partner,Financial Services,Mid-Market,Japan,New
5702,2025-05-11,Company_05702,Paid Ads,Technology,SMB,Singapore,New
5703,2024-07-01,Company_05703,Outbound,Healthcare,SMB,Japan,New
5704,2024-12-05,Company_05704,Outbound,Technology,SMB,Taiwan,New
5705,2024-05-13,Company_05705,Paid Ads,Professional Services,Enterprise,Singapore,New
5706,2025-12-23,Company_05706,Event,Healthcare,Mid-Market,Hong Kong,New
5707,2024-11-04,Company_05707,Referral,Technology,Mid-Market,Japan,New
5708,2025-06-13,Company_05708,Referral,Financial Services,SMB,Hong Kong,New
5709,2025-07-26,Company_05709,Partner,Professional Services,SMB,Singapore,New
5710,2025-06-08,Company_05710,Paid Ads,Technology,Mid-Market,Taiwan,New
5711,2024-01-23,Company_05711,Outbound,Retail,SMB,Hong Kong,New
5712,2025-09-07,Company_05712,Paid Ads,Financial Services,Mid-Market,Taiwan,New
5713,2024-10-28,Company_05713,Referral,Financial Services,Enterprise,Japan,New
5714,2025-12-26,Company_05714,Paid Ads,Manufacturing,SMB,Hong Kong,New
5715,2024-02-19,Company_05715,Partner,Healthcare,SMB,Japan,New
5716,2024-02-22,Company_05716,Partner,Professional Services,SMB,Singapore,New
5717,2024-11-07,Company_05717,Outbound,Retail,Mid-Market,Singapore,New
5718,2025-02-16,Company_05718,Referral,Financial Services,SMB,Japan,New
5719,2024-08-26,Company_05719,Website,Technology,Mid-Market,Japan,New
5720,2024-07-19,Company_05720,Website,Healthcare,Mid-Market,Taiwan,New
5721,2025-05-03,Company_05721,Outbound,Professional Services,Enterprise,Hong Kong,New
5722,2024-08-13,Company_05722,Outbound,Healthcare,SMB,Singapore,New
5723,2025-04-17,Company_05723,Paid Ads,Healthcare,SMB,Hong Kong,New
5724,2024-05-19,Company_05724,Paid Ads,Healthcare,SMB,Singapore,New
5725,2025-12-14,Company_05725,Website,Financial Services,Enterprise,Hong Kong,New
5726,2025-05-22,Company_05726,Website,Healthcare,Enterprise,Singapore,New
5727,2025-09-19,Company_05727,Website,Manufacturing,Mid-Market,Singapore,New
5728,2025-05-29,Company_05728,Outbound,Retail,Mid-Market,Japan,New
5729,2025-04-01,Company_05729,Outbound,Manufacturing,Enterprise,Taiwan,New
5730,2024-09-02,Company_05730,Paid Ads,Healthcare,SMB,Hong Kong,New
5731,2024-10-15,Company_05731,Website,Retail,SMB,Hong Kong,New
5732,2025-03-07,Company_05732,Paid Ads,Technology,SMB,Hong Kong,New
5733,2024-12-25,Company_05733,Website,Technology,SMB,Hong Kong,New
5734,2024-07-31,Company_05734,Outbound,Retail,SMB,Taiwan,New
5735,2024-02-03,Company_05735,Referral,Technology,Mid-Market,Singapore,New
5736,2024-02-04,Company_05736,Outbound,Manufacturing,SMB,Japan,New
5737,2024-09-04,Company_05737,Outbound,Professional Services,SMB,Japan,New
5738,2025-06-21,Company_05738,Event,Manufacturing,Mid-Market,Hong Kong,New
5739,2025-01-09,Company_05739,Website,Retail,Enterprise,Japan,New
5740,2025-02-25,Company_05740,Paid Ads,Technology,Mid-Market,Taiwan,New
5741,2024-02-07,Company_05741,Website,Technology,Enterprise,Taiwan,New
5742,2024-03-12,Company_05742,Website,Retail,Mid-Market,Singapore,New
5743,2025-03-07,Company_05743,Website,Financial Services,Mid-Market,Hong Kong,New
5744,2024-11-17,Company_05744,Event,Technology,SMB,Singapore,New
5745,2025-05-29,Company_05745,Website,Healthcare,Mid-Market,Singapore,New
5746,2025-02-15,Company_05746,Paid Ads,Manufacturing,Mid-Market,Hong Kong,New
5747,2025-04-04,Company_05747,Paid Ads,Technology,SMB,Hong Kong,New
5748,2025-06-07,Company_05748,Paid Ads,Technology,SMB,Hong Kong,New
5749,2025-08-20,Company_05749,Paid Ads,Professional Services,Mid-Market,Hong Kong,New
5750,2025-07-14,Company_05750,Partner,Professional Services,Mid-Market,Singapore,New
5751,2025-12-30,Company_05751,Website,Healthcare,SMB,Singapore,New
5752,2024-01-18,Company_05752,Referral,Financial Services,SMB,Japan,New
5753,2025-12-19,Company_05753,Website,Retail,SMB,Japan,New
5754,2025-08-11,Company_05754,Outbound,Healthcare,SMB,Singapore,New
5755,2024-01-18,Company_05755,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
5756,2024-06-27,Company_05756,Partner,Technology,SMB,Singapore,New
5757,2024-03-09,Company_05757,Website,Technology,SMB,Hong Kong,New
5758,2024-02-03,Company_05758,Paid Ads,Manufacturing,SMB,Japan,New
5759,2024-08-06,Company_05759,Referral,Technology,SMB,Singapore,New
5760,2024-06-20,Company_05760,Website,Manufacturing,Enterprise,Japan,New
5761,2024-01-03,Company_05761,Website,Financial Services,SMB,Taiwan,New
5762,2024-01-18,Company_05762,Partner,Professional Services,Enterprise,Japan,New
5763,2024-08-19,Company_05763,Outbound,Healthcare,Mid-Market,Singapore,New
5764,2024-03-25,Company_05764,Referral,Professional Services,Mid-Market,Hong Kong,New
5765,2025-02-27,Company_05765,Paid Ads,Healthcare,SMB,Taiwan,New
5766,2024-07-27,Company_05766,Website,Retail,Enterprise,Taiwan,New
5767,2025-06-01,Company_05767,Outbound,Technology,SMB,Singapore,New
5768,2024-07-19,Company_05768,Website,Healthcare,Mid-Market,Taiwan,New
5769,2024-12-23,Company_05769,Website,Financial Services,Enterprise,Singapore,New
5770,2025-10-15,Company_05770,Website,Technology,SMB,Singapore,New
5771,2024-12-17,Company_05771,Partner,Financial Services,SMB,Singapore,New
5772,2025-12-23,Company_05772,Partner,Technology,Enterprise,Hong Kong,New
5773,2024-12-04,Company_05773,Paid Ads,Financial Services,Mid-Market,Taiwan,New
5774,2025-01-20,Company_05774,Paid Ads,Financial Services,SMB,Japan,New
5775,2024-04-09,Company_05775,Referral,Manufacturing,SMB,Taiwan,New
5776,2025-07-14,Company_05776,Partner,Technology,Mid-Market,Japan,New
5777,2025-06-29,Company_05777,Website,Manufacturing,Enterprise,Japan,New
5778,2024-09-22,Company_05778,Website,Financial Services,Enterprise,Japan,New
5779,2024-11-15,Company_05779,Partner,Technology,Mid-Market,Singapore,New
5780,2025-08-11,Company_05780,Paid Ads,Retail,Enterprise,Taiwan,New
5781,2025-08-24,Company_05781,Outbound,Technology,SMB,Singapore,New
5782,2024-06-07,Company_05782,Paid Ads,Retail,SMB,Taiwan,New
5783,2024-10-29,Company_05783,Outbound,Technology,SMB,Taiwan,New
5784,2024-12-06,Company_05784,Partner,Manufacturing,SMB,Taiwan,New
5785,2024-03-05,Company_05785,Paid Ads,Technology,SMB,Singapore,New
5786,2024-10-30,Company_05786,Website,Healthcare,SMB,Taiwan,New
5787,2024-02-18,Company_05787,Referral,Professional Services,SMB,Singapore,New
5788,2025-11-10,Company_05788,Outbound,Manufacturing,SMB,Hong Kong,New
5789,2024-08-31,Company_05789,Outbound,Manufacturing,SMB,Singapore,New
5790,2024-05-02,Company_05790,Outbound,Professional Services,Enterprise,Taiwan,New
