subscription_id,account_id,plan_name,start_date,renewal_date,contract_term,monthly_fee,subscription_status
900,900,Starter,2025-12-04,2027-12-04,24,4523,Churned
901,901,Starter,2025-01-03,2026-01-03,12,3427,Churned
902,902,Enterprise,2025-03-11,2026-03-11,12,41706,Churned
903,903,Growth,2025-01-06,2026-01-06,12,18310,Active
904,904,Growth,2024-04-16,2025-04-16,12,20546,Churned
905,905,Growth,2024-12-12,2025-12-12,12,10338,Active
906,906,Starter,2025-11-04,2026-11-04,12,6799,Churned
907,907,Starter,2025-12-17,2026-12-17,12,3907,Churned
908,908,Starter,2024-09-06,2025-09-06,12,3899,Churned
909,909,Growth,2025-03-15,2026-03-15,12,22398,Churned
910,910,Starter,2024-10-25,2025-10-25,12,4335,Active
911,911,Starter,2024-10-02,2025-10-02,12,3842,Active
912,912,Enterprise,2025-10-15,2026-10-15,12,46594,Churned
913,913,Growth,2024-02-10,2025-02-10,12,16483,Active
914,914,Starter,2024-03-23,2025-03-23,12,6804,Churned
915,915,Starter,2025-02-19,2026-02-19,12,6587,Active
916,916,Starter,2025-11-22,2026-11-22,12,7543,Active
917,917,Starter,2024-11-27,2025-11-27,12,4088,Churned
918,918,Starter,2025-12-07,2026-12-07,12,7243,Active
919,919,Enterprise,2024-07-21,2025-07-21,12,36004,Active
920,920,Starter,2025-12-10,2026-12-10,12,4474,Active
921,921,Growth,2026-02-25,2027-02-25,12,20489,Churned
922,922,Enterprise,2024-05-15,2025-05-15,12,46082,Churned
923,923,Growth,2024-06-17,2026-06-17,24,11954,Churned
924,924,Starter,2024-12-29,2025-12-29,12,5829,Churned
925,925,Enterprise,2025-02-28,2026-02-28,12,51134,Churned
926,926,Starter,2026-01-03,2027-01-03,12,3238,Active
927,927,Growth,2025-09-02,2027-09-02,24,11372,Active
928,928,Starter,2025-12-20,2026-12-20,12,3457,Churned
929,929,Growth,2025-07-15,2026-07-15,12,9679,Active
930,930,Starter,2025-01-15,2026-01-15,12,5912,Churned
931,931,Enterprise,2025-08-15,2026-08-15,12,74918,Churned
932,932,Starter,2025-02-11,2026-02-11,12,4521,Churned
933,933,Starter,2024-09-20,2025-09-20,12,6574,Churned
934,934,Starter,2025-01-03,2026-01-03,12,5239,Churned
935,935,Enterprise,2024-10-28,2025-10-28,12,60385,Churned
936,936,Starter,2024-02-16,2027-02-16,36,6482,Churned
937,937,Growth,2025-08-30,2026-08-30,12,15666,Active
938,938,Growth,2024-10-21,2025-10-21,12,15989,Active
939,939,Growth,2025-09-16,2026-09-16,12,11737,Churned
940,940,Starter,2024-10-17,2025-10-17,12,7091,Active
941,941,Growth,2025-12-03,2026-12-03,12,10124,Active
942,942,Growth,2025-10-30,2026-10-30,12,14485,Churned
943,943,Starter,2024-02-16,2025-02-16,12,3902,Churned
944,944,Starter,2025-05-19,2026-05-19,12,7452,Active
945,945,Starter,2025-02-26,2026-02-26,12,6944,Churned
946,946,Growth,2024-10-03,2025-10-03,12,18828,Active
947,947,Enterprise,2025-06-10,2026-06-10,12,26336,Active
948,948,Starter,2025-03-08,2027-03-08,24,6686,Churned
949,949,Enterprise,2026-02-11,2028-02-11,24,28843,Active
950,950,Starter,2024-06-02,2026-06-02,24,5878,Churned
951,951,Growth,2025-05-20,2026-05-20,12,19954,Churned
952,952,Growth,2025-05-16,2027-05-16,24,22782,Churned
953,953,Starter,2024-12-11,2025-12-11,12,3466,Churned
954,954,Growth,2025-05-29,2026-05-29,12,16634,Churned
955,955,Starter,2024-02-18,2025-02-18,12,5835,Active
956,956,Growth,2024-09-12,2025-09-12,12,14618,Churned
957,957,Growth,2024-07-17,2025-07-17,12,13607,Active
958,958,Starter,2024-03-19,2026-03-19,24,3686,Churned
959,959,Starter,2025-06-11,2027-06-11,24,4631,Churned
960,960,Starter,2024-04-20,2025-04-20,12,7221,Active
961,961,Enterprise,2024-11-02,2025-11-02,12,41131,Churned
962,962,Growth,2026-02-04,2027-02-04,12,10392,Active
963,963,Starter,2025-04-23,2027-04-23,24,7024,Churned
964,964,Growth,2024-11-09,2026-11-09,24,8480,Active
965,965,Growth,2025-05-28,2027-05-28,24,23844,Active
966,966,Starter,2025-10-15,2027-10-15,24,7067,Churned
967,967,Growth,2024-08-04,2025-08-04,12,8391,Churned
968,968,Growth,2024-06-17,2025-06-17,12,11339,Churned
969,969,Starter,2024-09-04,2026-09-04,24,6644,Churned
970,970,Enterprise,2025-08-27,2027-08-27,24,25874,Active
971,971,Enterprise,2024-04-12,2025-04-12,12,56982,Churned
972,972,Starter,2024-07-07,2025-07-07,12,7322,Churned
973,973,Starter,2025-11-10,2026-11-10,12,4622,Churned
974,974,Growth,2025-06-13,2026-06-13,12,15943,Active
975,975,Enterprise,2025-03-29,2026-03-29,12,58576,Active
976,976,Starter,2025-11-25,2026-11-25,12,3571,Churned
977,977,Starter,2025-08-23,2026-08-23,12,3375,Active
978,978,Enterprise,2024-05-29,2026-05-29,24,51131,Active
979,979,Starter,2026-01-14,2027-01-14,12,4741,Active
980,980,Enterprise,2025-08-03,2026-08-03,12,26575,Active
981,981,Growth,2024-08-21,2025-08-21,12,15231,Churned
982,982,Growth,2026-02-09,2027-02-09,12,20256,Active
983,983,Growth,2024-06-02,2025-06-02,12,11691,Churned
984,984,Enterprise,2025-01-27,2026-01-27,12,72651,Active
985,985,Starter,2024-07-14,2027-07-14,36,5356,Churned
986,986,Growth,2025-04-05,2026-04-05,12,22778,Active
987,987,Starter,2025-04-16,2026-04-16,12,4376,Churned
988,988,Growth,2024-05-14,2025-05-14,12,8420,Churned
989,989,Starter,2024-10-14,2026-10-14,24,4029,Churned
990,990,Growth,2025-11-26,2026-11-26,12,8122,Active
991,991,Growth,2025-10-21,2027-10-21,24,14112,Churned
992,992,Starter,2024-03-19,2025-03-19,12,7987,Churned
993,993,Growth,2024-09-24,2025-09-24,12,12422,Churned
994,994,Starter,2024-05-15,2025-05-15,12,4065,Churned
995,995,Starter,2024-09-04,2025-09-04,12,3115,Churned
996,996,Enterprise,2024-05-29,2025-05-29,12,46646,Churned
997,997,Enterprise,2024-12-30,2026-12-30,24,25241,Active
998,998,Starter,2025-02-05,2026-02-05,12,7959,Active
999,999,Growth,2025-05-20,2026-05-20,12,8370,Churned
1000,1000,Growth,2024-07-22,2025-07-22,12,21528,Active
1001,1001,Starter,2024-08-26,2025-08-26,12,7567,Churned
1002,1002,Enterprise,2024-08-20,2025-08-20,12,49892,Churned
1003,1003,Enterprise,2025-06-02,2028-06-02,36,64738,Active
1004,1004,Enterprise,2024-11-12,2025-11-12,12,68209,Churned
1005,1005,Growth,2025-08-23,2026-08-23,12,10098,Churned
1006,1006,Enterprise,2025-12-13,2026-12-13,12,39562,Churned
1007,1007,Starter,2024-01-30,2025-01-30,12,7594,Churned
1008,1008,Starter,2024-09-02,2025-09-02,12,4365,Active
1009,1009,Enterprise,2024-07-08,2025-07-08,12,73262,Churned
1010,1010,Starter,2025-07-13,2027-07-13,24,4989,Churned
1011,1011,Growth,2025-03-07,2027-03-07,24,9222,Active
1012,1012,Growth,2025-08-01,2026-08-01,12,17480,Churned
1013,1013,Starter,2025-06-29,2026-06-29,12,5710,Active
1014,1014,Starter,2025-02-25,2026-02-25,12,4057,Churned
1015,1015,Starter,2025-11-10,2026-11-10,12,7762,Active
1016,1016,Starter,2024-10-31,2025-10-31,12,4496,Churned
1017,1017,Starter,2024-04-26,2025-04-26,12,6711,Active
1018,1018,Starter,2025-04-29,2026-04-29,12,4410,Active
1019,1019,Starter,2024-06-09,2025-06-09,12,4735,Churned
1020,1020,Enterprise,2024-06-02,2025-06-02,12,25462,Churned
1021,1021,Starter,2024-12-05,2025-12-05,12,3959,Active
1022,1022,Growth,2025-12-26,2026-12-26,12,17223,Active
1023,1023,Starter,2025-12-18,2026-12-18,12,5011,Churned
1024,1024,Starter,2025-06-14,2026-06-14,12,5884,Churned
1025,1025,Starter,2024-10-15,2025-10-15,12,6997,Churned
1026,1026,Starter,2024-02-29,2027-02-28,36,7806,Churned
1027,1027,Growth,2025-04-14,2027-04-14,24,15515,Churned
1028,1028,Growth,2025-11-03,2026-11-03,12,18659,Churned
1029,1029,Growth,2025-01-16,2027-01-16,24,22414,Churned
1030,1030,Starter,2025-03-14,2026-03-14,12,5119,Churned
1031,1031,Starter,2025-05-09,2026-05-09,12,7736,Active
1032,1032,Starter,2025-03-23,2026-03-23,12,3064,Active
1033,1033,Starter,2025-07-26,2026-07-26,12,6219,Churned
1034,1034,Starter,2024-05-20,2025-05-20,12,5533,Active
1035,1035,Enterprise,2026-01-31,2027-01-31,12,26901,Active
1036,1036,Starter,2024-11-24,2025-11-24,12,7595,Active
1037,1037,Starter,2024-05-17,2027-05-17,36,4325,Churned
1038,1038,Starter,2025-08-23,2026-08-23,12,4655,Churned
1039,1039,Starter,2025-10-11,2027-10-11,24,7214,Churned
1040,1040,Starter,2024-04-28,2025-04-28,12,4535,Churned
1041,1041,Growth,2025-08-18,2026-08-18,12,24595,Churned
1042,1042,Growth,2025-06-23,2026-06-23,12,24440,Churned
1043,1043,Starter,2025-11-15,2026-11-15,12,5749,Churned
1044,1044,Growth,2025-01-07,2026-01-07,12,9673,Active
1045,1045,Growth,2025-10-26,2026-10-26,12,10970,Active
1046,1046,Growth,2026-02-01,2027-02-01,12,19785,Active
1047,1047,Growth,2024-08-13,2025-08-13,12,20055,Active
1048,1048,Growth,2024-02-01,2025-02-01,12,16574,Active
1049,1049,Growth,2024-04-08,2025-04-08,12,9034,Churned
1050,1050,Growth,2025-10-21,2026-10-21,12,11967,Active
1051,1051,Starter,2025-11-02,2026-11-02,12,6007,Churned
1052,1052,Growth,2025-04-28,2026-04-28,12,24933,Churned
1053,1053,Enterprise,2026-04-02,2028-04-02,24,68743,Active
1054,1054,Starter,2024-02-22,2025-02-22,12,3071,Active
1055,1055,Growth,2025-07-30,2026-07-30,12,21494,Churned
1056,1056,Starter,2024-12-10,2025-12-10,12,6486,Active
1057,1057,Starter,2024-08-27,2025-08-27,12,6191,Churned
1058,1058,Growth,2025-05-19,2027-05-19,24,20584,Active
1059,1059,Starter,2024-08-29,2025-08-29,12,5352,Active
1060,1060,Starter,2024-10-23,2025-10-23,12,6512,Churned
1061,1061,Starter,2024-05-27,2025-05-27,12,5989,Churned
1062,1062,Starter,2024-02-25,2026-02-25,24,4051,Churned
1063,1063,Growth,2026-01-10,2027-01-10,12,19075,Active
1064,1064,Enterprise,2025-10-11,2026-10-11,12,56442,Active
1065,1065,Growth,2026-01-29,2027-01-29,12,17716,Active
1066,1066,Starter,2025-04-24,2026-04-24,12,4521,Active
1067,1067,Growth,2025-11-09,2027-11-09,24,16697,Churned
1068,1068,Enterprise,2024-12-29,2025-12-29,12,49764,Churned
