account_id,company_name,segment,industry,region,employee_size,customer_since,account_status
757,Company_06941,SMB,Retail,Singapore,89,2024-08-29,Churned
758,Company_06942,SMB,Healthcare,Hong Kong,41,2024-11-11,Active
759,Company_06953,Mid-Market,Manufacturing,Singapore,293,2024-10-02,Active
760,Company_06959,SMB,Professional Services,Hong Kong,29,2024-05-19,Churned
761,Company_06967,SMB,Professional Services,Hong Kong,28,2025-04-08,Active
762,Company_06995,SMB,Financial Services,Hong Kong,40,2024-08-18,Churned
763,Company_07006,SMB,Manufacturing,Taiwan,40,2024-09-22,Active
764,Company_07008,SMB,Manufacturing,Japan,88,2025-05-22,Churned
765,Company_07018,Mid-Market,Manufacturing,Hong Kong,207,2025-01-11,Churned
766,Company_07034,SMB,Financial Services,Japan,59,2024-04-27,Active
767,Company_07045,SMB,Financial Services,Japan,45,2024-11-24,Active
768,Company_07050,Mid-Market,Professional Services,Singapore,496,2024-03-17,Churned
769,Company_07055,Mid-Market,Professional Services,Hong Kong,319,2025-10-14,Churned
770,Company_07080,Mid-Market,Retail,Singapore,393,2024-03-31,Active
771,Company_07106,Mid-Market,Financial Services,Singapore,278,2025-04-12,Churned
772,Company_07113,Enterprise,Financial Services,Singapore,2691,2024-06-20,Active
773,Company_07116,SMB,Retail,Taiwan,82,2024-08-25,Churned
774,Company_07138,SMB,Financial Services,Taiwan,97,2025-03-17,Active
775,Company_07140,Mid-Market,Professional Services,Japan,259,2024-11-24,Churned
776,Company_07145,Enterprise,Technology,Singapore,4030,2025-09-13,Active
777,Company_07157,Mid-Market,Manufacturing,Taiwan,284,2025-09-19,Churned
778,Company_07211,Enterprise,Technology,Singapore,1675,2024-06-02,Churned
779,Company_07232,Mid-Market,Healthcare,Hong Kong,107,2024-07-05,Active
780,Company_07235,SMB,Retail,Taiwan,56,2025-09-21,Churned
781,Company_07278,SMB,Technology,Singapore,48,2025-06-13,Churned
782,Company_07289,Enterprise,Retail,Taiwan,4784,2025-08-06,Active
783,Company_07297,Mid-Market,Financial Services,Taiwan,385,2024-07-08,Active
784,Company_07313,Enterprise,Manufacturing,Taiwan,4792,2025-09-20,Churned
785,Company_07349,Enterprise,Manufacturing,Singapore,3467,2025-09-24,Active
786,Company_07360,Enterprise,Healthcare,Taiwan,921,2025-08-27,Active
787,Company_07377,SMB,Financial Services,Taiwan,69,2024-11-16,Active
788,Company_07382,SMB,Manufacturing,Taiwan,37,2024-03-24,Churned
789,Company_07391,Mid-Market,Retail,Japan,176,2025-09-04,Active
790,Company_07396,Mid-Market,Financial Services,Singapore,288,2025-08-03,Churned
791,Company_07397,Mid-Market,Professional Services,Taiwan,337,2026-02-12,Active
792,Company_07398,SMB,Manufacturing,Japan,86,2025-01-13,Active
793,Company_07402,SMB,Manufacturing,Hong Kong,21,2024-05-02,Churned
794,Company_07433,SMB,Manufacturing,Hong Kong,62,2024-03-19,Active
795,Company_07438,Mid-Market,Technology,Taiwan,194,2024-06-09,Active
796,Company_07440,Mid-Market,Technology,Singapore,438,2025-12-01,Churned
797,Company_07444,SMB,Technology,Hong Kong,92,2024-12-26,Churned
798,Company_07446,Mid-Market,Healthcare,Taiwan,417,2024-12-31,Churned
799,Company_07470,Enterprise,Healthcare,Singapore,966,2025-06-08,Churned
800,Company_07471,Mid-Market,Technology,Singapore,346,2026-02-03,Churned
801,Company_07472,Mid-Market,Healthcare,Japan,344,2024-09-28,Churned
802,Company_07489,SMB,Retail,Japan,31,2026-01-27,Active
803,Company_07497,SMB,Technology,Taiwan,63,2025-01-27,Churned
804,Company_07504,SMB,Retail,Japan,87,2025-06-15,Churned
805,Company_07511,SMB,Technology,Singapore,26,2024-04-11,Churned
806,Company_07517,SMB,Financial Services,Taiwan,56,2025-04-17,Active
807,Company_07524,Mid-Market,Manufacturing,Japan,195,2025-04-30,Churned
808,Company_07531,SMB,Technology,Hong Kong,36,2025-09-09,Churned
809,Company_07534,Mid-Market,Manufacturing,Taiwan,166,2025-09-13,Churned
810,Company_07539,SMB,Technology,Singapore,15,2024-11-19,Active
811,Company_07548,SMB,Technology,Singapore,87,2024-07-17,Churned
812,Company_07551,Mid-Market,Technology,Taiwan,413,2025-03-06,Churned
813,Company_07557,Mid-Market,Technology,Taiwan,433,2025-06-12,Churned
814,Company_07564,Mid-Market,Healthcare,Singapore,307,2024-04-23,Active
815,Company_07588,SMB,Financial Services,Hong Kong,63,2026-01-17,Churned
816,Company_07591,SMB,Technology,Taiwan,28,2025-04-19,Churned
817,Company_07596,SMB,Manufacturing,Singapore,67,2025-01-17,Active
818,Company_07613,Mid-Market,Technology,Singapore,168,2024-06-13,Churned
819,Company_07632,SMB,Retail,Singapore,53,2025-06-10,Churned
820,Company_07636,SMB,Healthcare,Singapore,14,2024-08-15,Churned
821,Company_07645,Enterprise,Retail,Singapore,4488,2026-02-10,Active
822,Company_07649,SMB,Professional Services,Singapore,11,2024-07-20,Churned
823,Company_07661,Enterprise,Healthcare,Singapore,1068,2026-01-16,Churned
824,Company_07663,Mid-Market,Healthcare,Japan,169,2025-09-06,Churned
825,Company_07670,SMB,Financial Services,Hong Kong,14,2025-02-12,Churned
826,Company_07679,Mid-Market,Retail,Hong Kong,106,2025-01-22,Churned
827,Company_07681,SMB,Retail,Japan,80,2024-07-25,Active
828,Company_07694,Mid-Market,Manufacturing,Singapore,245,2024-03-01,Churned
829,Company_07698,Mid-Market,Professional Services,Japan,123,2025-04-06,Churned
830,Company_07709,SMB,Financial Services,Japan,70,2024-03-12,Active
831,Company_07721,SMB,Technology,Singapore,56,2025-05-27,Churned
832,Company_07748,SMB,Technology,Taiwan,76,2024-08-18,Churned
833,Company_07752,SMB,Healthcare,Japan,75,2025-07-31,Active
834,Company_07767,Mid-Market,Financial Services,Japan,182,2025-09-19,Churned
835,Company_07777,Enterprise,Healthcare,Hong Kong,1567,2025-03-18,Churned
836,Company_07783,Mid-Market,Healthcare,Singapore,174,2025-09-05,Churned
837,Company_07789,SMB,Manufacturing,Hong Kong,71,2025-03-13,Churned
838,Company_07794,Enterprise,Manufacturing,Hong Kong,1540,2025-01-19,Active
839,Company_07835,SMB,Technology,Singapore,96,2025-11-13,Churned
840,Company_07846,Mid-Market,Manufacturing,Japan,259,2025-01-23,Churned
841,Company_07864,Enterprise,Professional Services,Singapore,4699,2025-09-10,Active
842,Company_07865,SMB,Healthcare,Japan,51,2025-08-28,Churned
843,Company_07867,Mid-Market,Retail,Singapore,403,2024-08-10,Churned
844,Company_07882,SMB,Manufacturing,Taiwan,88,2024-04-05,Active
845,Company_07896,SMB,Technology,Taiwan,38,2024-07-27,Churned
846,Company_07965,SMB,Healthcare,Hong Kong,18,2025-11-20,Active
847,Company_07975,SMB,Financial Services,Taiwan,73,2025-04-01,Active
848,Company_07979,Enterprise,Retail,Taiwan,4710,2025-08-03,Active
849,Company_07983,Enterprise,Retail,Hong Kong,3239,2024-08-16,Churned
850,Company_07991,Mid-Market,Technology,Singapore,358,2026-02-02,Active
851,Company_08007,SMB,Healthcare,Singapore,70,2024-08-25,Active
852,Company_08018,SMB,Professional Services,Taiwan,74,2024-04-05,Churned
853,Company_08030,Mid-Market,Financial Services,Taiwan,438,2024-12-24,Churned
854,Company_08035,Mid-Market,Healthcare,Hong Kong,347,2025-10-23,Active
855,Company_08070,SMB,Professional Services,Japan,36,2025-07-28,Churned
856,Company_08077,Mid-Market,Healthcare,Japan,239,2025-06-11,Churned
857,Company_08094,Enterprise,Retail,Hong Kong,935,2024-11-06,Churned
858,Company_08108,SMB,Manufacturing,Taiwan,54,2025-11-06,Churned
859,Company_08112,Mid-Market,Professional Services,Hong Kong,219,2024-10-09,Churned
860,Company_08117,Mid-Market,Financial Services,Singapore,376,2024-08-09,Churned
861,Company_08118,SMB,Technology,Taiwan,60,2024-10-27,Churned
862,Company_08141,SMB,Financial Services,Taiwan,71,2025-09-12,Active
863,Company_08154,SMB,Financial Services,Hong Kong,98,2024-02-11,Churned
864,Company_08155,Mid-Market,Financial Services,Singapore,306,2025-07-20,Active
865,Company_08168,Mid-Market,Financial Services,Japan,324,2024-08-05,Active
866,Company_08172,Enterprise,Healthcare,Taiwan,4232,2026-01-28,Churned
867,Company_08175,SMB,Healthcare,Hong Kong,11,2025-01-20,Active
868,Company_08189,Mid-Market,Financial Services,Japan,446,2025-08-26,Churned
869,Company_08201,SMB,Technology,Hong Kong,34,2024-12-09,Churned
870,Company_08222,Enterprise,Financial Services,Singapore,4438,2024-10-11,Churned
871,Company_08226,Mid-Market,Retail,Singapore,422,2025-04-10,Churned
872,Company_08230,SMB,Financial Services,Taiwan,34,2026-01-03,Churned
873,Company_08232,SMB,Retail,Hong Kong,66,2025-03-08,Churned
874,Company_08241,Mid-Market,Professional Services,Singapore,389,2025-06-11,Active
875,Company_08242,SMB,Manufacturing,Taiwan,61,2025-01-25,Active
876,Company_08244,SMB,Healthcare,Japan,70,2025-12-03,Churned
877,Company_08247,SMB,Professional Services,Hong Kong,28,2025-12-22,Active
878,Company_08259,Mid-Market,Professional Services,Hong Kong,384,2024-05-05,Churned
879,Company_08263,SMB,Financial Services,Singapore,15,2024-04-05,Churned
880,Company_08267,Mid-Market,Financial Services,Taiwan,203,2025-07-28,Active
881,Company_08276,Enterprise,Manufacturing,Hong Kong,3848,2024-09-21,Churned
882,Company_08287,Mid-Market,Financial Services,Hong Kong,326,2025-01-18,Active
883,Company_08292,SMB,Retail,Japan,25,2025-03-09,Active
884,Company_08305,Mid-Market,Healthcare,Taiwan,463,2025-01-27,Churned
885,Company_08315,SMB,Professional Services,Hong Kong,83,2025-04-06,Active
886,Company_08335,Enterprise,Retail,Singapore,2555,2026-02-16,Active
887,Company_08352,SMB,Healthcare,Taiwan,97,2025-08-19,Churned
888,Company_08356,SMB,Professional Services,Singapore,61,2025-04-07,Churned
889,Company_08372,Mid-Market,Manufacturing,Hong Kong,479,2024-05-11,Churned
890,Company_08391,Enterprise,Healthcare,Japan,3524,2025-05-23,Active
891,Company_08393,SMB,Technology,Singapore,14,2025-05-18,Churned
892,Company_08394,Mid-Market,Professional Services,Hong Kong,145,2025-07-23,Churned
893,Company_08401,SMB,Healthcare,Japan,33,2024-04-12,Churned
894,Company_08403,Mid-Market,Manufacturing,Taiwan,198,2024-04-25,Churned
895,Company_08409,SMB,Retail,Hong Kong,53,2024-10-11,Churned
896,Company_08417,Mid-Market,Manufacturing,Singapore,347,2025-02-08,Active
897,Company_08421,SMB,Healthcare,Hong Kong,77,2024-04-23,Churned
898,Company_08438,SMB,Manufacturing,Singapore,28,2025-07-05,Active
899,Company_08454,Enterprise,Retail,Taiwan,1928,2024-12-11,Active
900,Company_08463,SMB,Healthcare,Singapore,35,2025-12-04,Churned
901,Company_08470,SMB,Professional Services,Singapore,91,2025-01-03,Churned
902,Company_08480,Enterprise,Retail,Hong Kong,2726,2025-03-11,Churned
903,Company_08495,Mid-Market,Manufacturing,Taiwan,413,2025-01-06,Active
904,Company_08496,Mid-Market,Manufacturing,Hong Kong,478,2024-04-16,Churned
905,Company_08499,Mid-Market,Technology,Taiwan,336,2024-12-12,Active
906,Company_08503,SMB,Healthcare,Singapore,14,2025-11-04,Churned
907,Company_08510,SMB,Professional Services,Japan,79,2025-12-17,Churned
908,Company_08524,SMB,Financial Services,Taiwan,38,2024-09-06,Churned
909,Company_08539,Mid-Market,Professional Services,Taiwan,256,2025-03-15,Churned
910,Company_08551,SMB,Professional Services,Japan,16,2024-10-25,Active
911,Company_08558,SMB,Healthcare,Hong Kong,65,2024-10-02,Active
912,Company_08574,Mid-Market,Financial Services,Singapore,177,2025-10-15,Churned
913,Company_08578,SMB,Healthcare,Hong Kong,58,2024-02-10,Active
914,Company_08588,SMB,Financial Services,Singapore,28,2024-03-23,Churned
915,Company_08590,SMB,Financial Services,Taiwan,89,2025-02-19,Active
916,Company_08597,SMB,Healthcare,Singapore,57,2025-11-22,Active
917,Company_08604,SMB,Technology,Hong Kong,96,2024-11-27,Churned
918,Company_08609,SMB,Manufacturing,Hong Kong,39,2025-12-07,Active
919,Company_08630,Mid-Market,Financial Services,Hong Kong,302,2024-07-21,Active
920,Company_08634,SMB,Technology,Taiwan,49,2025-12-10,Active
921,Company_08636,Mid-Market,Financial Services,Hong Kong,258,2026-02-25,Churned
922,Company_08641,Mid-Market,Retail,Taiwan,137,2024-05-15,Churned
923,Company_08664,Mid-Market,Manufacturing,Japan,238,2024-06-17,Churned
924,Company_08667,SMB,Retail,Hong Kong,78,2024-12-29,Churned
925,Company_08675,Mid-Market,Financial Services,Japan,342,2025-02-28,Churned
926,Company_08677,Mid-Market,Manufacturing,Japan,350,2026-01-03,Active
927,Company_08693,Mid-Market,Professional Services,Taiwan,325,2025-09-02,Active
928,Company_08704,SMB,Professional Services,Singapore,91,2025-12-20,Churned
929,Company_08711,Mid-Market,Professional Services,Hong Kong,250,2025-07-15,Active
930,Company_08717,SMB,Professional Services,Singapore,53,2025-01-15,Churned
931,Company_08718,Enterprise,Manufacturing,Singapore,2757,2025-08-15,Churned
932,Company_08727,SMB,Financial Services,Japan,25,2025-02-11,Churned
933,Company_08731,SMB,Technology,Japan,74,2024-09-20,Churned
934,Company_08740,SMB,Professional Services,Hong Kong,78,2025-01-03,Churned
935,Company_08745,Mid-Market,Financial Services,Taiwan,216,2024-10-28,Churned
936,Company_08752,SMB,Manufacturing,Taiwan,58,2024-02-16,Churned
937,Company_08757,SMB,Technology,Japan,75,2025-08-30,Active
938,Company_08759,Enterprise,Healthcare,Taiwan,543,2024-10-21,Active
939,Company_08762,SMB,Healthcare,Singapore,79,2025-09-16,Churned
940,Company_08765,SMB,Retail,Singapore,84,2024-10-17,Active
941,Company_08769,Mid-Market,Manufacturing,Japan,369,2025-12-03,Active
942,Company_08771,SMB,Technology,Taiwan,77,2025-10-30,Churned
943,Company_08774,SMB,Technology,Singapore,17,2024-02-16,Churned
944,Company_08790,SMB,Manufacturing,Hong Kong,85,2025-05-19,Active
945,Company_08792,SMB,Manufacturing,Japan,34,2025-02-26,Churned
946,Company_08814,Mid-Market,Professional Services,Hong Kong,185,2024-10-03,Active
947,Company_08817,Enterprise,Healthcare,Taiwan,661,2025-06-10,Active
948,Company_08842,SMB,Manufacturing,Hong Kong,66,2025-03-08,Churned
949,Company_08849,Enterprise,Manufacturing,Taiwan,3694,2026-02-11,Active
950,Company_08850,Mid-Market,Retail,Singapore,245,2024-06-02,Churned
951,Company_08860,SMB,Professional Services,Singapore,47,2025-05-20,Churned
952,Company_08863,SMB,Technology,Singapore,77,2025-05-16,Churned
953,Company_08874,SMB,Professional Services,Singapore,18,2024-12-11,Churned
954,Company_08875,SMB,Professional Services,Japan,70,2025-05-29,Churned
955,Company_08882,SMB,Professional Services,Singapore,55,2024-02-18,Active
956,Company_08884,SMB,Professional Services,Taiwan,55,2024-09-12,Churned
957,Company_08891,Mid-Market,Financial Services,Japan,166,2024-07-17,Active
958,Company_08895,SMB,Professional Services,Taiwan,52,2024-03-19,Churned
959,Company_08902,SMB,Financial Services,Taiwan,39,2025-06-11,Churned
960,Company_08917,SMB,Technology,Hong Kong,86,2024-04-20,Active
961,Company_08918,Enterprise,Manufacturing,Hong Kong,1043,2024-11-02,Churned
962,Company_08921,Mid-Market,Healthcare,Taiwan,420,2026-02-04,Active
963,Company_08922,SMB,Manufacturing,Singapore,33,2025-04-23,Churned
964,Company_08925,Mid-Market,Healthcare,Singapore,491,2024-11-09,Active
965,Company_08929,SMB,Retail,Singapore,54,2025-05-28,Active
966,Company_08936,SMB,Retail,Hong Kong,51,2025-10-15,Churned
967,Company_08938,SMB,Technology,Singapore,27,2024-08-04,Churned
968,Company_08996,Mid-Market,Healthcare,Taiwan,264,2024-06-17,Churned
969,Company_08999,Mid-Market,Retail,Japan,114,2024-09-04,Churned
970,Company_09016,Enterprise,Technology,Hong Kong,725,2025-08-27,Active
971,Company_09017,Enterprise,Healthcare,Taiwan,2076,2024-04-12,Churned
972,Company_09018,SMB,Technology,Japan,16,2024-07-07,Churned
973,Company_09028,SMB,Technology,Japan,79,2025-11-10,Churned
974,Company_09035,Mid-Market,Healthcare,Hong Kong,394,2025-06-13,Active
975,Company_09048,Enterprise,Professional Services,Japan,4317,2025-03-29,Active
976,Company_09057,SMB,Healthcare,Hong Kong,35,2025-11-25,Churned
977,Company_09065,SMB,Technology,Taiwan,70,2025-08-23,Active
978,Company_09068,Enterprise,Healthcare,Singapore,3855,2024-05-29,Active
979,Company_09072,SMB,Retail,Japan,16,2026-01-14,Active
980,Company_09078,Enterprise,Retail,Hong Kong,1929,2025-08-03,Active
981,Company_09113,Mid-Market,Technology,Taiwan,340,2024-08-21,Churned
982,Company_09144,SMB,Healthcare,Hong Kong,76,2026-02-09,Active
983,Company_09150,SMB,Financial Services,Singapore,70,2024-06-02,Churned
984,Company_09151,Enterprise,Financial Services,Hong Kong,959,2025-01-27,Active
985,Company_09152,SMB,Professional Services,Singapore,35,2024-07-14,Churned
986,Company_09160,Mid-Market,Technology,Hong Kong,227,2025-04-05,Active
987,Company_09180,SMB,Professional Services,Singapore,27,2025-04-16,Churned
988,Company_09183,Mid-Market,Retail,Japan,158,2024-05-14,Churned
989,Company_09186,SMB,Healthcare,Hong Kong,92,2024-10-14,Churned
990,Company_09198,SMB,Financial Services,Japan,53,2025-11-26,Active
991,Company_09212,SMB,Technology,Hong Kong,74,2025-10-21,Churned
992,Company_09213,SMB,Technology,Singapore,36,2024-03-19,Churned
993,Company_09217,SMB,Technology,Hong Kong,90,2024-09-24,Churned
994,Company_09228,SMB,Professional Services,Taiwan,61,2024-05-15,Churned
995,Company_09253,SMB,Technology,Hong Kong,36,2024-09-04,Churned
996,Company_09277,Enterprise,Technology,Taiwan,825,2024-05-29,Churned
997,Company_09285,Mid-Market,Manufacturing,Taiwan,200,2024-12-30,Active
998,Company_09287,SMB,Manufacturing,Taiwan,89,2025-02-05,Active
999,Company_09300,Mid-Market,Retail,Taiwan,164,2025-05-20,Churned
1000,Company_09307,SMB,Professional Services,Taiwan,75,2024-07-22,Active
1001,Company_09314,SMB,Retail,Hong Kong,54,2024-08-26,Churned
1002,Company_09328,Enterprise,Professional Services,Taiwan,4798,2024-08-20,Churned
1003,Company_09344,Enterprise,Financial Services,Taiwan,4015,2025-06-02,Active
1004,Company_09345,Enterprise,Technology,Singapore,4312,2024-11-12,Churned
1005,Company_09349,SMB,Retail,Taiwan,44,2025-08-23,Churned
1006,Company_09361,Enterprise,Professional Services,Hong Kong,2333,2025-12-13,Churned
1007,Company_09408,SMB,Professional Services,Singapore,90,2024-01-30,Churned
1008,Company_09409,SMB,Technology,Singapore,59,2024-09-02,Active
1009,Company_09411,Enterprise,Technology,Singapore,684,2024-07-08,Churned
1010,Company_09430,SMB,Technology,Hong Kong,47,2025-07-13,Churned
1011,Company_09433,Mid-Market,Retail,Hong Kong,357,2025-03-07,Active
1012,Company_09459,Mid-Market,Retail,Singapore,450,2025-08-01,Churned
1013,Company_09464,SMB,Retail,Hong Kong,89,2025-06-29,Active
1014,Company_09486,Mid-Market,Professional Services,Taiwan,371,2025-02-25,Churned
1015,Company_09488,SMB,Manufacturing,Singapore,76,2025-11-10,Active
1016,Company_09490,SMB,Retail,Singapore,40,2024-10-31,Churned
1017,Company_09493,Mid-Market,Professional Services,Taiwan,223,2024-04-26,Active
1018,Company_09498,SMB,Retail,Japan,60,2025-04-29,Active
1019,Company_09503,SMB,Technology,Japan,27,2024-06-09,Churned
1020,Company_09511,SMB,Financial Services,Singapore,80,2024-06-02,Churned
1021,Company_09513,SMB,Professional Services,Hong Kong,97,2024-12-05,Active
1022,Company_09528,Mid-Market,Financial Services,Singapore,432,2025-12-26,Active
1023,Company_09533,SMB,Retail,Hong Kong,24,2025-12-18,Churned
1024,Company_09534,SMB,Healthcare,Hong Kong,66,2025-06-14,Churned
1025,Company_09537,SMB,Retail,Hong Kong,50,2024-10-15,Churned
1026,Company_09539,SMB,Healthcare,Singapore,10,2024-02-29,Churned
1027,Company_09541,Mid-Market,Retail,Singapore,321,2025-04-14,Churned
1028,Company_09548,Mid-Market,Technology,Japan,120,2025-11-03,Churned
1029,Company_09551,Mid-Market,Manufacturing,Japan,452,2025-01-16,Churned
1030,Company_09558,SMB,Technology,Singapore,85,2025-03-14,Churned
1031,Company_09576,Mid-Market,Professional Services,Hong Kong,250,2025-05-09,Active
1032,Company_09611,SMB,Professional Services,Japan,69,2025-03-23,Active
1033,Company_09627,SMB,Financial Services,Singapore,18,2025-07-26,Churned
1034,Company_09630,SMB,Healthcare,Singapore,78,2024-05-20,Active
1035,Company_09653,Enterprise,Healthcare,Japan,4686,2026-01-31,Active
1036,Company_09663,SMB,Manufacturing,Hong Kong,76,2024-11-24,Active
1037,Company_09698,SMB,Retail,Singapore,11,2024-05-17,Churned
1038,Company_09705,SMB,Technology,Hong Kong,96,2025-08-23,Churned
1039,Company_09719,SMB,Healthcare,Hong Kong,95,2025-10-11,Churned
1040,Company_09723,SMB,Healthcare,Singapore,59,2024-04-28,Churned
1041,Company_09734,Enterprise,Retail,Japan,3329,2025-08-18,Churned
1042,Company_09751,Mid-Market,Professional Services,Taiwan,136,2025-06-23,Churned
1043,Company_09755,SMB,Manufacturing,Singapore,39,2025-11-15,Churned
1044,Company_09773,Enterprise,Technology,Japan,1190,2025-01-07,Active
1045,Company_09777,Enterprise,Manufacturing,Japan,1497,2025-10-26,Active
1046,Company_09806,SMB,Professional Services,Hong Kong,45,2026-02-01,Active
1047,Company_09823,SMB,Healthcare,Japan,30,2024-08-13,Active
1048,Company_09828,SMB,Healthcare,Singapore,82,2024-02-01,Active
1049,Company_09844,Mid-Market,Technology,Hong Kong,308,2024-04-08,Churned
1050,Company_09847,Mid-Market,Financial Services,Singapore,329,2025-10-21,Active
1051,Company_09849,Enterprise,Technology,Singapore,2142,2025-11-02,Churned
1052,Company_09852,Mid-Market,Technology,Singapore,498,2025-04-28,Churned
1053,Company_09856,Enterprise,Financial Services,Hong Kong,627,2026-04-02,Active
1054,Company_09869,SMB,Retail,Japan,67,2024-02-22,Active
1055,Company_09886,SMB,Retail,Taiwan,42,2025-07-30,Churned
1056,Company_09891,SMB,Manufacturing,Japan,60,2024-12-10,Active
1057,Company_09896,SMB,Healthcare,Singapore,80,2024-08-27,Churned
1058,Company_09917,Mid-Market,Retail,Singapore,472,2025-05-19,Active
1059,Company_09918,SMB,Retail,Singapore,59,2024-08-29,Active
1060,Company_09925,Mid-Market,Technology,Japan,478,2024-10-23,Churned
1061,Company_09934,SMB,Financial Services,Taiwan,36,2024-05-27,Churned
1062,Company_09935,SMB,Financial Services,Taiwan,78,2024-02-25,Churned
1063,Company_09941,SMB,Technology,Singapore,58,2026-01-10,Active
1064,Company_09958,Mid-Market,Professional Services,Hong Kong,251,2025-10-11,Active
1065,Company_09959,Mid-Market,Manufacturing,Japan,299,2026-01-29,Active
1066,Company_09989,SMB,Professional Services,Taiwan,19,2025-04-24,Active
1067,Company_09992,SMB,Manufacturing,Taiwan,17,2025-11-09,Churned
1068,Company_09994,Mid-Market,Financial Services,Singapore,481,2024-12-29,Churned
